Date,Product,Category,Revenue,Profit,Quantity,Region
2024-08-09,办公椅,家具,18009.44,3042.28,15,华东
2024-08-09,机械键盘,电子产品,6694.55,1535.86,19,西南
2024-08-10,耳机,电子产品,533.81,132.47,2,华北
2024-08-10,打印纸,文具,891.43,57.37,11,东北
2024-08-10,机械键盘,电子产品,5682.21,1412.36,17,华南
2024-08-11,瑜伽垫,运动,816.23,109.06,4,华东
2024-08-11,文件柜,家具,670.21,144.26,1,西南
2024-08-11,钢笔套装,文具,2467.87,500.89,17,华北
2024-08-11,无线鼠标,电子产品,916.58,54.57,8,西南
2024-08-11,钢笔套装,文具,2401.88,600.12,13,东北
2024-08-12,跳绳,运动,610.32,132.96,17,西南
2024-08-12,无线鼠标,电子产品,2261.57,613.31,20,华北
2024-08-12,瑜伽垫,运动,3677.07,563.65,18,华南
2024-08-12,笔记本电脑,电子产品,55115.3,16051.05,14,华南
2024-08-13,无线鼠标,电子产品,2032.11,356.88,16,西南
2024-08-13,无线鼠标,电子产品,1338.97,309.37,10,华东
2024-08-13,站立式办公桌,家具,44090.28,11084.32,16,西南
2024-08-13,笔记本电脑,电子产品,80595.19,12706.32,19,华南
2024-08-14,运动水壶,运动,1435.12,379.94,18,华北
2024-08-14,办公椅,家具,24676.83,3883.58,19,华南
2024-08-14,站立式办公桌,家具,21497.62,5169.66,9,华东
2024-08-14,打印纸,文具,611.72,56.92,7,东北
2024-08-14,打印纸,文具,775.22,85.88,9,西南
2024-08-15,运动水壶,运动,295.89,67.74,3,东北
2024-08-15,机械键盘,电子产品,4356.01,727.14,10,华北
2024-08-16,钢笔套装,文具,2497.32,200.8,14,华东
2024-08-17,白板,文具,6145.18,1099.98,18,东北
2024-08-17,机械键盘,电子产品,5298.62,618.13,14,华东
2024-08-17,钢笔套装,文具,156.05,23.86,1,华北
2024-08-17,运动水壶,运动,930.14,147.87,12,东北
2024-08-18,跳绳,运动,518.28,85.6,15,华南
2024-08-18,文件柜,家具,11384.41,1315.32,17,华南
2024-08-19,机械键盘,电子产品,5773.96,137.68,15,华北
2024-08-20,打印纸,文具,1367.04,163.52,18,东北
2024-08-20,无线鼠标,电子产品,1452.83,227.41,11,华南
2024-08-20,办公椅,家具,8241.82,1270.76,6,华南
2024-08-20,无线鼠标,电子产品,206.65,25.32,2,华东
2024-08-20,办公椅,家具,11579.41,1190.31,9,东北
2024-08-20,耳机,电子产品,4034.88,659.98,14,东北
2024-08-21,机械键盘,电子产品,7443.64,1573.8,20,东北
2024-08-21,跳绳,运动,409.36,147.95,11,华东
2024-08-22,办公椅,家具,3214.48,686.85,3,华北
2024-08-22,显示器,电子产品,12732.77,1259.56,7,东北
2024-08-22,钢笔套装,文具,2972.07,692.09,19,华北
2024-08-23,跳绳,运动,665.17,147.28,18,华南
2024-08-23,钢笔套装,文具,1232.36,318.39,8,华东
2024-08-24,运动水壶,运动,968.67,242.54,10,西南
2024-08-24,无线鼠标,电子产品,617.39,202.83,5,西南
2024-08-25,钢笔套装,文具,3306.34,465.27,20,西南
2024-08-25,笔记本电脑,电子产品,79236.78,19146.72,18,华东
2024-08-26,耳机,电子产品,1839.53,199.63,6,西南
2024-08-26,站立式办公桌,家具,48071.4,8772.92,19,华南
2024-08-26,无线鼠标,电子产品,1769.3,477.79,16,华南
2024-08-26,无线鼠标,电子产品,998.57,206.05,9,西南
2024-08-26,白板,文具,5105.66,588.29,12,华南
2024-08-27,跳绳,运动,174.67,27.97,5,东北
2024-08-27,耳机,电子产品,1971.1,486.74,7,华北
2024-08-27,白板,文具,3407.75,793.47,9,东北
2024-08-27,运动水壶,运动,2120.98,353.78,18,华东
2024-08-28,运动水壶,运动,919.72,130.2,9,华南
2024-08-28,耳机,电子产品,645.29,139.4,2,华东
2024-08-30,打印纸,文具,414.45,30.3,4,东北
2024-08-30,运动水壶,运动,558.14,102.25,6,华北
2024-08-30,耳机,电子产品,5622.7,1696.91,19,东北
2024-08-30,显示器,电子产品,25947.26,3984.53,16,西南
2024-08-31,瑜伽垫,运动,198.23,88.7,1,华南
2024-09-01,机械键盘,电子产品,5534.27,1289.13,15,东北
2024-09-01,办公椅,家具,9742.72,1438.2,8,华北
2024-09-01,白板,文具,7082.34,1146.31,17,华东
2024-09-01,无线鼠标,电子产品,340.9,62.04,3,西南
2024-09-02,瑜伽垫,运动,2441.01,375.7,13,西南
2024-09-02,机械键盘,电子产品,5603.9,827.73,17,东北
2024-09-02,跳绳,运动,263.75,75.3,8,东北
2024-09-02,显示器,电子产品,19525.86,2087.94,11,华南
2024-09-04,显示器,电子产品,17551.39,6580.4,13,华南
2024-09-04,文件柜,家具,5824.63,702.06,8,西南
2024-09-04,显示器,电子产品,14643.88,1382.13,8,华南
2024-09-07,耳机,电子产品,588.84,258.7,2,华北
2024-09-07,无线鼠标,电子产品,1760.13,219.27,17,西南
2024-09-07,订书机,文具,680.27,226.23,16,西南
2024-09-08,无线鼠标,电子产品,2217.29,146.98,19,华北
2024-09-09,跳绳,运动,164.33,37.76,5,东北
2024-09-09,无线鼠标,电子产品,508.47,90.71,4,华东
2024-09-10,机械键盘,电子产品,3491.24,871.73,10,华北
2024-09-10,笔记本电脑,电子产品,53097.54,10413.83,12,西南
2024-09-10,钢笔套装,文具,2152.19,543.43,16,华南
2024-09-11,瑜伽垫,运动,2369.79,668.98,10,华东
2024-09-12,跳绳,运动,315.61,74.61,10,西南
2024-09-13,订书机,文具,527.77,106.58,12,华北
2024-09-13,运动水壶,运动,1521.19,444.89,20,西南
2024-09-13,跳绳,运动,231.49,95.58,9,华东
2024-09-14,跳绳,运动,81.3,18.18,2,华北
2024-09-14,白板,文具,5272.26,1202.91,14,华东
2024-09-14,耳机,电子产品,2158.25,359.15,8,东北
2024-09-15,站立式办公桌,家具,46458.75,6918.89,18,西南
2024-09-16,运动水壶,运动,1563.26,383.26,17,东北
2024-09-16,耳机,电子产品,289.15,56.06,1,华南
2024-09-16,耳机,电子产品,4375.96,842.58,14,华南
2024-09-17,显示器,电子产品,7062.71,1278.28,4,华东
2024-09-18,显示器,电子产品,21217.79,2737.84,12,华南
2024-09-18,打印纸,文具,362.39,64.12,4,东北
2024-09-19,运动水壶,运动,574.38,73.81,6,华北
2024-09-19,无线鼠标,电子产品,1667.46,252.94,12,西南
2024-09-20,办公椅,家具,4151.07,819.38,3,西南
2024-09-22,机械键盘,电子产品,3414.55,902.46,10,华东
2024-09-22,打印纸,文具,1067.49,152.16,15,华南
2024-09-22,跳绳,运动,370.91,96.83,10,华北
2024-09-22,站立式办公桌,家具,48274.33,7312.2,18,华北
2024-09-23,跳绳,运动,732.84,82.22,18,华东
2024-09-23,文件柜,家具,4676.87,508.59,8,华南
2024-09-24,办公椅,家具,10814.04,2584.91,9,华东
2024-09-25,笔记本电脑,电子产品,14882.48,2826.62,3,华北
2024-09-25,办公椅,家具,16382.2,4150.17,14,西南
2024-09-25,白板,文具,7789.53,1767.88,20,华东
2024-09-26,站立式办公桌,家具,25561.22,4326.38,11,华东
2024-09-26,耳机,电子产品,3770.27,845.73,12,华南
2024-09-26,文件柜,家具,11033.08,1995.44,17,华南
2024-09-26,打印纸,文具,735.72,72.44,10,华北
2024-09-28,耳机,电子产品,3958.23,932.94,15,东北
2024-09-28,跳绳,运动,33.15,9.23,1,东北
2024-09-28,显示器,电子产品,22962.72,3385.51,13,西南
2024-09-29,文件柜,家具,11661.5,1119.21,19,华南
2024-09-29,白板,文具,4712.62,791.2,14,华北
2024-09-29,运动水壶,运动,475.24,92.96,5,华东
2024-09-29,订书机,文具,319.58,71.34,8,东北
2024-09-30,显示器,电子产品,19025.58,3402.94,10,西南
2024-09-30,无线鼠标,电子产品,2004.69,426.99,17,华东
2024-09-30,笔记本电脑,电子产品,58391.7,9499.39,13,东北
2024-10-01,笔记本电脑,电子产品,83348.23,16191.5,17,东北
2024-10-01,笔记本电脑,电子产品,17964.65,3730.39,4,西南
2024-10-01,无线鼠标,电子产品,1380.45,361.63,13,华北
2024-10-02,机械键盘,电子产品,4698.39,568.45,13,西南
2024-10-02,文件柜,家具,5544.7,1081.63,8,华东
2024-10-02,运动水壶,运动,628.67,156.46,7,华东
2024-10-02,订书机,文具,692.71,83.2,18,东北
2024-10-02,文件柜,家具,6646.7,1611.75,12,华南
2024-10-03,耳机,电子产品,1589.32,275.94,6,华北
2024-10-03,跳绳,运动,409.29,139.31,12,东北
2024-10-03,瑜伽垫,运动,4027.86,577.13,17,华北
2024-10-03,显示器,电子产品,3793.79,793.05,2,华东
2024-10-04,文件柜,家具,8348.8,1265.02,14,华北
2024-10-05,钢笔套装,文具,373.16,51.77,2,华东
2024-10-06,办公椅,家具,11381.86,1302.84,9,东北
2024-10-06,办公椅,家具,7014.69,599.31,6,西南
2024-10-07,订书机,文具,1061.79,190.76,20,东北
2024-10-08,跳绳,运动,229.3,43.82,6,西南
2024-10-08,办公椅,家具,14953.05,2376.46,12,西南
2024-10-08,打印纸,文具,792.35,151.67,11,华南
2024-10-09,机械键盘,电子产品,3622.65,634.79,13,华东
2024-10-09,机械键盘,电子产品,5236.27,505.86,14,华东
2024-10-09,办公椅,家具,10564.94,2266.76,10,西南
2024-10-09,耳机,电子产品,5263.64,1094.99,20,华南
2024-10-09,文件柜,家具,1318.32,93.89,2,华北
2024-10-09,运动水壶,运动,1767.88,315.15,18,西南
2024-10-10,跳绳,运动,141.79,25.46,4,东北
2024-10-10,白板,文具,3783.26,708.0,12,西南
2024-10-11,运动水壶,运动,840.44,75.58,8,西南
2024-10-11,笔记本电脑,电子产品,87019.34,9110.83,19,东北
2024-10-12,耳机,电子产品,2215.09,349.84,8,华南
2024-10-12,白板,文具,1799.56,352.77,5,西南
2024-10-12,办公椅,家具,3200.19,915.41,3,西南
2024-10-13,文件柜,家具,6106.35,1547.8,10,华北
2024-10-13,站立式办公桌,家具,25973.2,6883.13,11,华东
2024-10-13,瑜伽垫,运动,2439.95,688.64,12,华北
2024-10-14,订书机,文具,373.17,43.25,9,华东
2024-10-14,无线鼠标,电子产品,1333.75,269.84,11,华东
2024-10-14,办公椅,家具,4982.49,946.54,4,西南
2024-10-15,笔记本电脑,电子产品,4053.87,283.19,1,华北
2024-10-15,运动水壶,运动,2261.11,319.48,19,西南
2024-10-15,打印纸,文具,87.74,7.52,1,华北
2024-10-16,打印纸,文具,1129.55,111.33,13,华北
2024-10-17,打印纸,文具,539.11,66.97,7,华东
2024-10-17,笔记本电脑,电子产品,86862.13,14323.56,20,华东
2024-10-17,瑜伽垫,运动,2573.96,610.28,13,东北
2024-10-18,跳绳,运动,351.7,60.06,10,西南
2024-10-18,耳机,电子产品,3681.32,934.94,13,东北
2024-10-19,白板,文具,1741.25,250.95,6,西南
2024-10-19,打印纸,文具,596.71,96.85,7,华南
2024-10-20,订书机,文具,180.61,24.61,4,华东
2024-10-20,笔记本电脑,电子产品,41150.32,7206.58,9,华南
2024-10-21,站立式办公桌,家具,44540.08,6333.51,19,西南
2024-10-22,订书机,文具,540.46,46.54,11,华东
2024-10-22,显示器,电子产品,5075.08,1400.12,3,华北
2024-10-23,无线鼠标,电子产品,291.78,40.91,2,西南
2024-10-23,订书机,文具,731.05,178.0,18,华北
2024-10-23,订书机,文具,738.8,98.57,14,华南
2024-10-23,钢笔套装,文具,317.53,66.14,2,东北
2024-10-24,耳机,电子产品,630.95,94.52,2,华北
2024-10-24,白板,文具,788.02,105.84,2,西南
2024-10-25,耳机,电子产品,326.98,50.04,1,东北
2024-10-25,机械键盘,电子产品,2815.6,743.82,8,西南
2024-10-25,站立式办公桌,家具,26681.0,3077.46,12,华东
2024-10-26,订书机,文具,41.3,8.58,1,东北
2024-10-27,显示器,电子产品,12458.61,2935.15,8,华南
2024-10-27,订书机,文具,914.47,173.08,18,华东
2024-10-27,订书机,文具,213.24,52.59,5,西南
2024-10-28,运动水壶,运动,1604.88,437.42,17,东北
2024-10-28,站立式办公桌,家具,20983.88,4244.16,10,东北
2024-10-29,站立式办公桌,家具,5789.61,984.18,2,华北
2024-10-30,办公椅,家具,22366.31,5654.73,17,东北
2024-10-30,钢笔套装,文具,712.3,85.2,5,华东
2024-10-30,无线鼠标,电子产品,1687.53,377.94,15,东北
2024-10-31,笔记本电脑,电子产品,63156.25,15340.22,15,东北
2024-10-31,订书机,文具,156.13,23.53,3,华南
2024-10-31,白板,文具,5536.02,588.84,13,西南
2024-11-01,站立式办公桌,家具,12443.02,2146.0,5,华东
2024-11-01,站立式办公桌,家具,31331.46,5915.47,12,华南
2024-11-01,无线鼠标,电子产品,246.41,63.34,2,华东
2024-11-02,白板,文具,1544.55,268.36,5,华北
2024-11-02,运动水壶,运动,958.52,225.69,11,西南
2024-11-04,白板,文具,4607.3,845.28,13,东北
2024-11-04,笔记本电脑,电子产品,77246.32,12388.05,18,华东
2024-11-05,文件柜,家具,11261.16,1723.68,17,华东
2024-11-05,站立式办公桌,家具,12560.08,1553.89,4,华北
2024-11-06,运动水壶,运动,1109.35,160.33,12,华东
2024-11-07,跳绳,运动,344.56,60.85,9,华北
2024-11-07,机械键盘,电子产品,950.31,375.84,3,华东
2024-11-08,耳机,电子产品,4343.94,1023.32,15,华东
2024-11-08,瑜伽垫,运动,550.26,124.79,3,西南
2024-11-08,瑜伽垫,运动,2285.48,766.99,13,西南
2024-11-08,显示器,电子产品,5783.92,1019.95,3,西南
2024-11-09,运动水壶,运动,1642.97,379.3,17,华北
2024-11-09,跳绳,运动,107.11,31.56,3,华北
2024-11-10,显示器,电子产品,12715.04,1102.57,8,华东
2024-11-11,运动水壶,运动,1527.44,344.62,18,西南
2024-11-12,打印纸,文具,79.15,16.76,1,西南
2024-11-13,订书机,文具,208.57,42.6,5,华东
2024-11-13,跳绳,运动,614.86,127.81,18,华南
2024-11-13,笔记本电脑,电子产品,83192.84,9173.18,20,华北
2024-11-13,打印纸,文具,612.71,76.98,8,西南
2024-11-14,钢笔套装,文具,2888.16,544.82,18,华北
2024-11-14,机械键盘,电子产品,3044.25,590.8,8,华东
2024-11-15,订书机,文具,635.87,146.3,13,华北
2024-11-15,办公椅,家具,5491.81,455.39,4,华南
2024-11-16,钢笔套装,文具,1223.73,330.29,7,西南
2024-11-16,打印纸,文具,1292.4,115.51,14,东北
2024-11-17,机械键盘,电子产品,5077.2,790.33,14,东北
2024-11-17,打印纸,文具,173.37,19.13,2,华南
2024-11-17,白板,文具,4173.07,541.53,10,华南
2024-11-18,钢笔套装,文具,1323.21,210.34,8,华东
2024-11-19,耳机,电子产品,2668.85,719.61,9,东北
2024-11-19,打印纸,文具,905.62,98.33,10,华东
2024-11-20,耳机,电子产品,3181.82,1138.69,15,西南
2024-11-20,站立式办公桌,家具,23784.5,4826.41,9,华北
2024-11-21,显示器,电子产品,45264.1,6106.59,20,华南
2024-11-21,机械键盘,电子产品,6227.14,1146.18,18,华东
2024-11-21,站立式办公桌,家具,29926.94,7884.87,12,华南
2024-11-22,耳机,电子产品,3489.16,1312.98,15,华南
2024-11-22,显示器,电子产品,3739.89,1048.74,2,华北
2024-11-23,站立式办公桌,家具,19597.59,2201.31,9,西南
2024-11-23,订书机,文具,772.69,189.67,18,华东
2024-11-23,白板,文具,6985.54,1019.37,20,华东
2024-11-23,跳绳,运动,302.16,74.61,10,华南
2024-11-23,无线鼠标,电子产品,125.96,23.96,1,华南
2024-11-25,站立式办公桌,家具,13149.18,2919.64,5,西南
2024-11-25,文件柜,家具,2977.25,453.62,5,华南
2024-11-26,办公椅,家具,2450.64,388.39,2,西南
2024-11-26,瑜伽垫,运动,862.07,195.18,5,华东
2024-11-26,瑜伽垫,运动,589.97,156.6,3,东北
2024-11-26,打印纸,文具,1242.36,118.91,14,东北
2024-11-26,办公椅,家具,16561.09,3012.16,12,西南
2024-11-26,订书机,文具,634.81,49.69,16,西南
2024-11-27,无线鼠标,电子产品,1855.59,566.5,15,华南
2024-11-28,订书机,文具,829.6,61.35,18,西南
2024-11-29,显示器,电子产品,39815.69,7426.79,19,西南
2024-11-29,显示器,电子产品,16797.44,3892.84,10,华南
2024-11-29,钢笔套装,文具,1348.67,175.31,8,东北
2024-11-30,瑜伽垫,运动,2076.69,425.11,12,华北
2024-11-30,跳绳,运动,574.97,140.35,16,西南
2024-12-01,办公椅,家具,17726.79,3529.49,15,西南
2024-12-01,无线鼠标,电子产品,1784.77,230.98,16,东北
2024-12-01,打印纸,文具,1705.84,142.03,18,华东
2024-12-03,钢笔套装,文具,3710.24,447.55,20,华南
2024-12-03,文件柜,家具,655.75,144.33,1,华北
2024-12-03,文件柜,家具,3326.57,615.63,5,西南
2024-12-03,文件柜,家具,10044.02,1572.85,18,华东
2024-12-04,办公椅,家具,20338.74,3169.71,20,华东
2024-12-04,站立式办公桌,家具,49195.59,5703.35,16,东北
2024-12-04,订书机,文具,854.34,146.2,16,华东
2024-12-04,瑜伽垫,运动,203.92,35.32,1,华东
2024-12-04,显示器,电子产品,17975.7,2048.06,10,华北
2024-12-04,站立式办公桌,家具,56640.97,9334.95,20,华北
2024-12-04,无线鼠标,电子产品,841.47,189.67,6,华东
2024-12-05,站立式办公桌,家具,41128.14,6369.36,18,华北
2024-12-05,无线鼠标,电子产品,603.49,82.14,5,华南
2024-12-05,钢笔套装,文具,2232.69,210.95,12,西南
2024-12-06,打印纸,文具,299.27,31.78,3,东北
2024-12-07,笔记本电脑,电子产品,66433.45,10463.23,15,华南
2024-12-07,瑜伽垫,运动,3281.81,941.51,18,华南
2024-12-07,白板,文具,7732.95,1086.81,18,东北
2024-12-08,瑜伽垫,运动,1275.98,422.37,8,华南
2024-12-08,文件柜,家具,5188.27,405.61,7,东北
2024-12-08,订书机,文具,481.9,159.81,11,华东
2024-12-08,无线鼠标,电子产品,704.63,217.08,6,华东
2024-12-09,订书机,文具,654.23,46.29,17,华北
2024-12-09,打印纸,文具,1099.82,148.6,13,华南
2024-12-10,订书机,文具,90.51,17.29,2,华东
2024-12-11,瑜伽垫,运动,3165.63,1104.86,19,东北
2024-12-11,无线鼠标,电子产品,1024.13,320.13,9,西南
2024-12-11,显示器,电子产品,25280.27,5826.72,16,华北
2024-12-12,订书机,文具,357.04,85.45,8,西南
2024-12-12,白板,文具,2049.24,181.28,6,华北
2024-12-12,白板,文具,5539.27,813.16,13,西南
2024-12-12,订书机,文具,791.03,133.89,18,华北
2024-12-12,订书机,文具,271.88,42.45,6,东北
2024-12-12,跳绳,运动,498.24,86.0,13,西南
2024-12-13,瑜伽垫,运动,4363.98,1178.77,18,华南
2024-12-13,运动水壶,运动,475.66,99.28,5,华北
2024-12-13,文件柜,家具,7549.12,1947.63,12,华南
2024-12-14,运动水壶,运动,478.89,97.03,5,华北
2024-12-14,跳绳,运动,632.45,199.61,19,东北
2024-12-14,运动水壶,运动,1619.01,422.0,20,华北
2024-12-15,瑜伽垫,运动,2659.44,526.97,11,华南
2024-12-15,运动水壶,运动,677.28,168.44,6,华东
2024-12-16,办公椅,家具,2482.47,188.44,2,华东
2024-12-17,白板,文具,2829.51,768.18,10,华北
2024-12-17,无线鼠标,电子产品,1742.74,237.8,16,西南
2024-12-17,打印纸,文具,804.4,103.87,9,东北
2024-12-19,跳绳,运动,396.81,114.23,12,华北
2024-12-19,文件柜,家具,7517.3,796.92,12,西南
2024-12-20,显示器,电子产品,3757.3,814.32,2,华北
2024-12-22,文件柜,家具,4055.7,716.5,6,华东
2024-12-22,瑜伽垫,运动,1020.84,96.87,5,西南
2024-12-22,站立式办公桌,家具,39916.39,6625.27,16,西南
2024-12-23,文件柜,家具,2903.62,430.53,4,华北
2024-12-23,显示器,电子产品,34821.98,6124.46,19,西南
2024-12-24,耳机,电子产品,3778.5,1132.15,14,华北
2024-12-25,跳绳,运动,307.16,92.99,9,东北
2024-12-25,机械键盘,电子产品,1083.93,200.7,3,西南
2024-12-25,跳绳,运动,112.75,25.23,3,东北
2024-12-26,显示器,电子产品,27307.58,4361.77,13,华东
2024-12-27,站立式办公桌,家具,41522.29,6688.47,18,华北
2024-12-29,无线鼠标,电子产品,2399.37,309.61,18,东北
2024-12-29,打印纸,文具,1114.15,189.94,14,华南
2024-12-30,订书机,文具,253.16,75.56,6,华南
2024-12-30,办公椅,家具,14260.96,3146.24,13,东北
2024-12-31,办公椅,家具,16919.81,3497.43,16,东北
2024-12-31,耳机,电子产品,4326.57,820.85,13,华南
2024-12-31,打印纸,文具,1075.57,138.95,11,华东
2024-12-31,无线鼠标,电子产品,2171.68,700.81,17,华东
